opportunity_id,outcome,primary_loss_reason,primary_win_reason,loss_reason_detail,decision_process_notes,champion_strength,procurement_friction_flag,competitor_capture_completeness,record_completeness_score
2008,lost,competitor,,,,weak,false,high,0.52
2009,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,medium,0.89
2010,won,,Global rollout fit and clear ROI case,,,strong,false,high,0.88
2011,won,,Best workflow match for cross-border operations,,,strong,,medium,0.97
2012,lost,product_gap,,,,weak,false,low,0.43
2013,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,low,0.39
2014,lost,competitor,,,late-stage decision path remained fuzzy,mixed,false,low,0.38
2015,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.91
2016,lost,price,,,,mixed,false,low,0.49
2017,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,true,high,0.38
2018,lost,,,pricing came in above internal threshold after procurement review,,mixed,true,low,0.36
2019,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.92
2020,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.93
2021,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,false,medium,0.97
2022,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,false,high,0.49
2023,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,low,0.59
2024,won,,Better analytics vision for renewal planning,,,strong,,high,0.92
2025,won,,Global rollout fit and clear ROI case,,,mixed,,high,0.87
2026,lost,no_decision,,project paused after steering committee could not commit,,weak,false,low,0.47
2027,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,medium,0.58
2028,won,,Incumbent relationship and lower switching risk,,,strong,,medium,0.96
2029,won,,Better analytics vision for renewal planning,,,strong,false,medium,0.87
2030,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.93
2031,lost,competitor,,,,unknown,false,medium,0.53
2032,lost,,,project paused after steering committee could not commit,,mixed,false,low,0.39
2033,lost,no_decision,,,,weak,false,high,0.57
2034,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.92
2035,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,high,0.96
2036,lost,weak_champion_internal_politics,,,,unknown,false,medium,0.33
2037,lost,product_gap,,needed deeper compliance edge cases for certain corridors,late-stage decision path remained fuzzy,unknown,false,low,0.59
2038,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,medium,0.95
2039,won,,Better analytics vision for renewal planning,,,strong,,high,0.96
2040,lost,no_decision,,project paused after steering committee could not commit,,weak,false,low,0.4
2041,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,strong,true,low,0.59
2042,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.94
2043,won,,Incumbent relationship and lower switching risk,,,mixed,,high,0.9
2044,won,,Better analytics vision for renewal planning,,,weak,false,high,0.88
2045,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,weak,false,high,0.42
2046,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.93
2047,lost,product_gap,,needed deeper compliance edge cases for certain corridors,late-stage decision path remained fuzzy,weak,false,medium,0.45
2048,lost,timing,,,,mixed,false,high,0.49
2049,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,weak,,high,0.92
2050,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.92
2051,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.94
2052,lost,,,,late-stage decision path remained fuzzy,mixed,false,low,0.47
2053,won,,Incumbent relationship and lower switching risk,,,strong,,medium,0.89
2054,lost,budget,,budget shifted to warehouse modernization workstream,,mixed,false,low,0.53
2055,lost,timing,,timeline slipped and rollout moved into next planning cycle,,mixed,false,low,0.48
2056,lost,no_decision,,project paused after steering committee could not commit,,unknown,false,high,0.45
2057,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,unknown,false,high,0.96
2058,lost,,,project paused after steering committee could not commit,,mixed,false,low,0.34
2059,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,false,low,0.54
2060,won,,Global rollout fit and clear ROI case,,,strong,,high,0.93
2061,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,,medium,0.95
2062,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,low,0.5
2063,lost,,,,late-stage decision path remained fuzzy,mixed,false,low,0.43
2064,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.95
2065,lost,competitor,,incumbent competitor kept the global trade team aligned,,unknown,false,high,0.44
2066,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.88
2067,lost,price,,,,unknown,false,high,0.5
2068,lost,no_decision,,,,mixed,false,low,0.54
2069,won,,Better analytics vision for renewal planning,,,mixed,,high,0.95
2070,won,,Global rollout fit and clear ROI case,,,mixed,,high,0.95
2071,lost,price,,,late-stage decision path remained fuzzy,weak,false,medium,0.58
2072,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,low,0.54
2073,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,unknown,false,high,0.36
2074,lost,budget,,,,mixed,false,high,0.43
2075,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.93
2076,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,weak,false,medium,0.46
2077,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,low,0.9
2078,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.91
2079,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.89
2080,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,mixed,false,low,0.38
2081,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,unknown,false,low,0.56
2082,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.92
2083,lost,,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,mixed,false,medium,0.52
2084,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,mixed,false,medium,0.93
2085,lost,procurement_legal_friction,,,,mixed,false,high,0.52
2086,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,strong,false,high,0.54
2087,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,high,0.43
2088,lost,weak_champion_internal_politics,,,,weak,false,low,0.41
2089,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.9
2090,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,low,0.94
2091,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,false,high,0.95
2092,lost,budget,,budget shifted to warehouse modernization workstream,,strong,true,low,0.4
2093,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,unknown,,high,0.97
2094,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,true,medium,0.9
2095,won,,Global rollout fit and clear ROI case,,,strong,,high,0.88
2096,lost,timing,,timeline slipped and rollout moved into next planning cycle,,mixed,false,low,0.39
2097,lost,no_decision,,,,weak,false,high,0.56
2098,lost,weak_champion_internal_politics,,,late-stage decision path remained fuzzy,mixed,false,low,0.46
2099,lost,no_decision,,project paused after steering committee could not commit,,unknown,false,low,0.42
2100,won,,Global rollout fit and clear ROI case,,,strong,,high,0.9
2101,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,late-stage decision path remained fuzzy,weak,false,low,0.54
2102,lost,budget,,budget shifted to warehouse modernization workstream,,weak,false,high,0.49
2103,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,unknown,false,low,0.54
2104,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,weak,false,low,0.54
2105,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,medium,0.5
2106,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.88
2107,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.88
2108,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,true,low,0.41
2109,won,,Better analytics vision for renewal planning,,,strong,,medium,0.95
2110,lost,no_decision,,,,weak,false,low,0.46
2111,lost,no_decision,,,,strong,false,low,0.46
2112,won,,Executive alignment and stronger services plan,,,mixed,,high,0.97
2113,won,,Incumbent relationship and lower switching risk,,,mixed,false,low,0.93
2114,won,,Better analytics vision for renewal planning,,,strong,,high,0.96
2115,lost,competitor,,,,weak,false,high,0.31
2116,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,false,high,0.94
2117,won,,Executive alignment and stronger services plan,,,strong,,high,0.87
2118,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,false,high,0.33
2119,won,,Better analytics vision for renewal planning,,,strong,,high,0.92
2120,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,mixed,false,low,0.37
2121,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,mixed,false,high,0.37
2122,lost,price,,,,mixed,false,medium,0.49
2123,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,true,medium,0.59
2124,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,mixed,,high,0.95
2125,lost,price,,pricing came in above internal threshold after procurement review,,strong,false,medium,0.42
2126,won,,Best workflow match for cross-border operations,,,strong,,high,0.92
2127,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.93
2128,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,mixed,false,low,0.58
2129,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,mixed,false,high,0.96
2130,lost,procurement_legal_friction,,,,mixed,false,high,0.49
2131,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,strong,false,high,0.3
2132,lost,competitor,,,,unknown,false,low,0.43
2133,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,medium,0.93
2134,won,,Better analytics vision for renewal planning,,,mixed,false,high,0.88
2135,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.96
2136,lost,no_decision,,project paused after steering committee could not commit,,mixed,false,medium,0.43
2137,lost,product_gap,,,,strong,false,medium,0.51
2138,lost,budget,,budget shifted to warehouse modernization workstream,,weak,true,low,0.46
2139,lost,price,,,late-stage decision path remained fuzzy,mixed,false,medium,0.57
2140,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,medium,0.95
2141,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.9
2142,lost,,,project paused after steering committee could not commit,,mixed,false,medium,0.38
2143,won,,Incumbent relationship and lower switching risk,,,strong,false,medium,0.89
2144,lost,competitor,,,late-stage decision path remained fuzzy,unknown,true,medium,0.31
2145,won,,Global rollout fit and clear ROI case,,,strong,,high,0.92
2146,lost,price,,pricing came in above internal threshold after procurement review,,weak,true,medium,0.41
2147,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,,high,0.9
2148,lost,no_decision,,,,weak,false,low,0.46
2149,lost,,,,,strong,true,low,0.48
2150,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,unknown,false,low,0.41
2151,lost,product_gap,,,,unknown,true,medium,0.46
2152,won,,Executive alignment and stronger services plan,,,strong,,high,0.94
2153,lost,competitor,,,late-stage decision path remained fuzzy,unknown,false,low,0.44
2154,lost,competitor,,,,mixed,false,low,0.36
2155,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,true,low,0.53
2156,lost,competitor,,incumbent competitor kept the global trade team aligned,,unknown,false,low,0.37
2157,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,unknown,false,medium,0.45
2158,won,,Incumbent relationship and lower switching risk,,,strong,false,high,0.91
2159,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,low,0.31
2160,lost,competitor,,incumbent competitor kept the global trade team aligned,,unknown,true,low,0.56
2161,lost,no_decision,,project paused after steering committee could not commit,,weak,true,low,0.46
2162,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,false,high,0.92
2163,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,weak,false,low,0.56
2164,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,medium,0.87
2165,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.92
2166,won,,Best workflow match for cross-border operations,,,strong,false,high,0.88
2167,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,false,high,0.95
2168,lost,budget,,budget shifted to warehouse modernization workstream,,unknown,false,low,0.55
2169,lost,price,,,,weak,false,low,0.61
2170,lost,no_decision,,project paused after steering committee could not commit,,weak,false,low,0.42
2171,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.88
2172,won,,Executive alignment and stronger services plan,,,mixed,false,high,0.89
2173,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,mixed,,low,0.97
2174,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,true,medium,0.38
2175,lost,weak_champion_internal_politics,,,late-stage decision path remained fuzzy,weak,true,low,0.41
2176,lost,price,,,,strong,false,medium,0.58
2177,lost,weak_champion_internal_politics,,,,weak,false,medium,0.49
2178,lost,no_decision,,,late-stage decision path remained fuzzy,weak,false,high,0.37
2179,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.96
2180,lost,timing,,timeline slipped and rollout moved into next planning cycle,late-stage decision path remained fuzzy,mixed,false,medium,0.37
2181,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,unknown,true,low,0.58
2182,lost,price,,pricing came in above internal threshold after procurement review,,weak,true,high,0.59
2183,lost,price,,,,weak,false,medium,0.58
2184,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.91
2185,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,medium,0.53
2186,lost,,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,strong,false,low,0.44
2187,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.93
2188,won,,Incumbent relationship and lower switching risk,,,strong,,high,0.89
2189,lost,price,,,,weak,true,high,0.41
2190,lost,price,,,late-stage decision path remained fuzzy,weak,true,low,0.5
2191,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,mixed,true,low,0.49
2192,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,,high,0.89
2193,lost,no_decision,,,,weak,true,low,0.59
2194,lost,price,,,,weak,true,medium,0.3
2195,won,,Global rollout fit and clear ROI case,,,strong,,high,0.96
2196,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,low,0.5
2197,won,,Executive alignment and stronger services plan,,,strong,,high,0.89
2198,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,medium,0.4
2199,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,mixed,,high,0.93
2200,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.93
2201,won,,Best workflow match for cross-border operations,,,strong,false,high,0.87
2202,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,unknown,false,high,0.88
2203,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,false,medium,0.41
2204,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,strong,true,medium,0.55
2205,lost,budget,,,,weak,true,medium,0.55
2206,lost,,,budget shifted to warehouse modernization workstream,,strong,false,low,0.56
2207,lost,weak_champion_internal_politics,,,late-stage decision path remained fuzzy,strong,false,high,0.4
2208,lost,,,project paused after steering committee could not commit,,weak,false,low,0.41
2209,won,,Better analytics vision for renewal planning,,,strong,,high,0.9
2210,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,true,low,0.35
2211,lost,competitor,,,,mixed,true,low,0.47
2212,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,low,0.41
2213,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,strong,true,medium,0.6
2214,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,unknown,true,high,0.9
2215,lost,no_decision,,project paused after steering committee could not commit,,weak,false,medium,0.44
2216,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.88
2217,lost,budget,,budget shifted to warehouse modernization workstream,,weak,false,high,0.55
2218,lost,procurement_legal_friction,,,,weak,true,medium,0.41
2219,won,,Better analytics vision for renewal planning,,,strong,,low,0.91
2220,lost,budget,,,,weak,true,low,0.51
2221,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,unknown,false,low,0.46
2222,lost,no_decision,,project paused after steering committee could not commit,,mixed,false,low,0.44
2223,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.88
2224,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.96
2225,won,,Global rollout fit and clear ROI case,,,mixed,false,low,0.88
2226,won,,Best workflow match for cross-border operations,,,strong,,low,0.9
2227,lost,timing,,,late-stage decision path remained fuzzy,strong,false,medium,0.51
2228,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,medium,0.88
2229,lost,no_decision,,,late-stage decision path remained fuzzy,strong,false,low,0.58
2230,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,medium,0.43
2231,lost,budget,,budget shifted to warehouse modernization workstream,,weak,false,high,0.41
2232,lost,weak_champion_internal_politics,,,,weak,false,low,0.44
2233,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,false,high,0.96
2234,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,high,0.42
2235,lost,no_decision,,project paused after steering committee could not commit,,strong,true,low,0.6
2236,won,,Best workflow match for cross-border operations,,,mixed,,high,0.9
2237,lost,no_decision,,project paused after steering committee could not commit,,weak,true,low,0.53
2238,lost,budget,,,,mixed,false,medium,0.54
2239,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,medium,0.87
2240,lost,weak_champion_internal_politics,,,late-stage decision path remained fuzzy,unknown,true,low,0.42
2241,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,weak,false,low,0.51
2242,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,,low,0.88
2243,lost,no_decision,,,late-stage decision path remained fuzzy,strong,false,medium,0.37
2244,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,weak,true,medium,0.47
2245,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,false,medium,0.9
2246,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.87
2247,won,,Executive alignment and stronger services plan,,,mixed,,high,0.91
2248,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,false,high,0.38
2249,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,low,0.31
2250,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,medium,0.9
2251,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,unknown,false,medium,0.47
2252,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.9
2253,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,true,medium,0.54
2254,lost,competitor,,,,unknown,false,low,0.4
2255,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,low,0.37
2256,won,,Best workflow match for cross-border operations,,,mixed,true,medium,0.97
2257,lost,,,,,mixed,false,medium,0.44
2258,lost,price,,pricing came in above internal threshold after procurement review,,unknown,false,medium,0.5
2259,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,unknown,false,low,0.6
2260,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,false,high,0.44
2261,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,high,0.28
2262,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,true,high,0.41
2263,lost,procurement_legal_friction,,,,weak,false,medium,0.54
2264,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,medium,0.41
2265,lost,no_decision,,,late-stage decision path remained fuzzy,mixed,false,low,0.62
2266,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,,high,0.92
2267,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,weak,false,low,0.5
2268,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,false,medium,0.43
2269,lost,,,initial sponsor changed roles and support faded,,mixed,false,medium,0.55
2270,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.9
2271,lost,competitor,,,,weak,false,low,0.41
2272,won,,Executive alignment and stronger services plan,,,strong,,high,0.93
2273,won,,Incumbent relationship and lower switching risk,,,strong,,high,0.96
2274,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,high,0.88
2275,won,,Global rollout fit and clear ROI case,,,strong,,high,0.91
2276,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.94
2277,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,unknown,false,medium,0.42
2278,lost,no_decision,,project paused after steering committee could not commit,,mixed,false,high,0.37
2279,won,,Better analytics vision for renewal planning,,,strong,false,high,0.95
2280,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,low,0.46
2281,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,unknown,false,high,0.55
2282,lost,timing,,,,weak,true,medium,0.33
2283,lost,price,,pricing came in above internal threshold after procurement review,,mixed,false,high,0.38
2284,lost,budget,,,,unknown,true,high,0.51
2285,won,,Global rollout fit and clear ROI case,,,mixed,,high,0.94
2286,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,false,low,0.44
2287,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,medium,0.88
2288,lost,timing,,timeline slipped and rollout moved into next planning cycle,,mixed,true,low,0.58
2289,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,unknown,,medium,0.9
2290,lost,timing,,timeline slipped and rollout moved into next planning cycle,,unknown,true,medium,0.56
2291,lost,budget,,,,mixed,false,high,0.53
2292,lost,product_gap,,,,mixed,false,medium,0.53
2293,lost,,,needed deeper compliance edge cases for certain corridors,,mixed,true,low,0.52
2294,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.94
2295,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,medium,0.96
2296,lost,budget,,budget shifted to warehouse modernization workstream,late-stage decision path remained fuzzy,weak,false,medium,0.51
2297,lost,no_decision,,,,mixed,true,low,0.59
2298,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,false,high,0.88
2299,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,mixed,false,medium,0.89
2300,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,medium,0.92
2301,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,,low,0.96
2302,lost,price,,pricing came in above internal threshold after procurement review,,mixed,true,low,0.51
2303,lost,price,,pricing came in above internal threshold after procurement review,,strong,false,low,0.39
2304,lost,price,,,,weak,false,medium,0.6
2305,lost,no_decision,,,,weak,false,low,0.41
2306,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,weak,false,low,0.44
2307,lost,budget,,budget shifted to warehouse modernization workstream,,unknown,false,low,0.45
2308,lost,no_decision,,project paused after steering committee could not commit,,weak,false,low,0.39
2309,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,low,0.51
2310,lost,budget,,budget shifted to warehouse modernization workstream,,weak,false,high,0.43
2311,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,false,medium,0.95
2312,lost,no_decision,,project paused after steering committee could not commit,late-stage decision path remained fuzzy,strong,false,low,0.45
2313,lost,timing,,,,weak,true,medium,0.45
2314,lost,timing,,timeline slipped and rollout moved into next planning cycle,,mixed,false,high,0.49
2315,won,,Global rollout fit and clear ROI case,,,mixed,,high,0.92
2316,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.94
2317,lost,weak_champion_internal_politics,,,,mixed,false,low,0.45
2318,lost,,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,mixed,false,medium,0.44
2319,lost,no_decision,,project paused after steering committee could not commit,,weak,true,low,0.48
2320,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,high,0.89
2321,lost,no_decision,,,late-stage decision path remained fuzzy,mixed,true,low,0.41
2322,won,,Executive alignment and stronger services plan,,,strong,,medium,0.91
2323,won,,Incumbent relationship and lower switching risk,,,strong,,medium,0.94
2324,won,,Better analytics vision for renewal planning,,,mixed,,medium,0.94
2325,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,weak,false,high,0.42
2326,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,unknown,,medium,0.91
2327,lost,no_decision,,,late-stage decision path remained fuzzy,unknown,true,medium,0.37
2328,lost,competitor,,,,weak,true,medium,0.44
2329,lost,budget,,,late-stage decision path remained fuzzy,weak,false,medium,0.4
2330,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,medium,0.6
2331,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,true,low,0.56
2332,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,false,medium,0.57
2333,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,medium,0.88
2334,lost,timing,,timeline slipped and rollout moved into next planning cycle,late-stage decision path remained fuzzy,unknown,false,medium,0.48
2335,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,medium,0.88
2336,lost,,,timeline slipped and rollout moved into next planning cycle,late-stage decision path remained fuzzy,mixed,false,medium,0.38
2337,lost,procurement_legal_friction,,,,unknown,false,high,0.52
2338,lost,price,,,,weak,false,low,0.54
2339,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,weak,false,medium,0.31
2340,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,weak,true,medium,0.44
2341,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.95
2342,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,,medium,0.94
2343,won,,Incumbent relationship and lower switching risk,,,strong,false,medium,0.91
2344,won,,Better analytics vision for renewal planning,,,strong,false,medium,0.94
2345,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.89
2346,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,unknown,,medium,0.91
2347,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,strong,false,high,0.36
